"IDSample","AccX","AccY","AccZ"
978,0.002,0.076,1.098
979,0.006,0.054,1.045
980,0.028,0.021,0.984
981,0.064,-0.019,0.925
982,0.108,-0.055,0.879
983,0.149,-0.08,0.856
984,0.178,-0.089,0.858
985,0.192,-0.079,0.881
986,0.192,-0.054,0.916
987,0.182,-0.021,0.954
988,0.168,0.015,0.987
989,0.154,0.046,1.014
990,0.136,0.069,1.032
991,0.11,0.083,1.044
992,0.073,0.088,1.044
993,0.031,0.088,1.03
994,-0.006,0.086,0.998
995,-0.025,0.085,0.948
996,-0.02,0.084,0.886
997,0.005,0.081,0.824
998,0.034,0.073,0.775
999,0.051,0.056,0.747
1000,0.044,0.032,0.746
1001,0.015,0.009,0.771
1002,-0.021,-0.004,0.815
1003,-0.043,-0.004,0.866
1004,-0.036,0.011,0.918
1005,0.001,0.036,0.965
1006,0.056,0.064,1.003
1007,0.108,0.089,1.031
1008,0.137,0.106,1.046
1009,0.137,0.113,1.043
1010,0.115,0.11,1.018
1011,0.086,0.096,0.969
1012,0.067,0.076,0.903
1013,0.066,0.055,0.829
1014,0.083,0.04,0.759
1015,0.11,0.036,0.706
1016,0.134,0.045,0.679
1017,0.147,0.066,0.682
1018,0.146,0.094,0.714
1019,0.133,0.123,0.77
1020,0.111,0.145,0.843
1021,0.085,0.155,0.925
1022,0.055,0.151,1.008
1023,0.025,0.135,1.08
1024,0.001,0.113,1.128
1025,-0.011,0.093,1.142
1026,-0.001,0.083,1.118
1027,0.03,0.086,1.062
1028,0.077,0.098,0.987
1029,0.126,0.112,0.91
1030,0.158,0.12,0.847
1031,0.163,0.122,0.809
1032,0.139,0.116,0.802
1033,0.096,0.107,0.826
1034,0.048,0.096,0.874
1035,0.013,0.086,0.936
1036,0,0.081,0.999
1037,0.011,0.081,1.052
1038,0.039,0.087,1.088
1039,0.075,0.098,1.105
1040,0.104,0.109,1.105
1041,0.12,0.113,1.093
1042,0.118,0.108,1.074
1043,0.103,0.092,1.052
1044,0.082,0.066,1.035
1045,0.066,0.036,1.027
1046,0.06,0.007,1.032
1047,0.065,-0.015,1.049
1048,0.079,-0.025,1.076
1049,0.1,-0.024,1.107
1050,0.125,-0.018,1.139
1051,0.15,-0.009,1.169
1052,0.172,-0.003,1.193
1053,0.189,-0.001,1.21
1054,0.196,-0.001,1.22
1055,0.187,-0.004,1.225
1056,0.163,-0.01,1.225
1057,0.127,-0.02,1.22
1058,0.087,-0.031,1.208
1059,0.055,-0.041,1.187
1060,0.039,-0.043,1.158
1061,0.042,-0.034,1.122
1062,0.057,-0.017,1.085
1063,0.075,0.003,1.053
1064,0.089,0.017,1.03
1065,0.092,0.023,1.022
1066,0.083,0.017,1.029
1067,0.066,0.003,1.048
1068,0.046,-0.018,1.074
1069,0.029,-0.044,1.099
1070,0.02,-0.076,1.119
1071,0.02,-0.11,1.129
1072,0.031,-0.141,1.125
1073,0.049,-0.161,1.108
1074,0.07,-0.162,1.084
1075,0.09,-0.143,1.059
1076,0.105,-0.108,1.043
1077,0.111,-0.066,1.041
1078,0.108,-0.029,1.053
1079,0.097,-0.003,1.074
1080,0.083,0.014,1.098
1081,0.074,0.025,1.117
1082,0.074,0.033,1.125
1083,0.083,0.042,1.119
1084,0.097,0.051,1.099
1085,0.11,0.063,1.067
1086,0.116,0.074,1.028
1087,0.113,0.084,0.987
1088,0.102,0.088,0.947
1089,0.085,0.082,0.911
1090,0.07,0.064,0.881
1091,0.059,0.037,0.859
1092,0.056,0.007,0.847
1093,0.061,-0.018,0.845
1094,0.071,-0.031,0.853
1095,0.084,-0.026,0.87
1096,0.097,-0.006,0.892
1097,0.109,0.028,0.916
1098,0.118,0.069,0.941
1099,0.122,0.109,0.965
1100,0.121,0.14,0.986
1101,0.116,0.157,1.003
1102,0.111,0.161,1.015
1103,0.107,0.154,1.019
1104,0.104,0.142,1.017
1105,0.103,0.129,1.009
1106,0.105,0.119,0.995
1107,0.112,0.109,0.97
1108,0.127,0.099,0.934
1109,0.152,0.086,0.888
1110,0.185,0.069,0.839
1111,0.221,0.051,0.801
1112,0.251,0.036,0.788
1113,0.266,0.031,0.811
1114,0.262,0.039,0.871
1115,0.238,0.062,0.962
1116,0.204,0.094,1.068
1117,0.174,0.127,1.172
1118,0.157,0.152,1.254
1119,0.161,0.164,1.3
1120,0.18,0.162,1.303
1121,0.202,0.15,1.262
1122,0.214,0.133,1.184
1123,0.206,0.118,1.079
1124,0.178,0.108,0.962
1125,0.139,0.107,0.847
1126,0.099,0.113,0.75
1127,0.07,0.123,0.685
1128,0.055,0.134,0.664
1129,0.053,0.141,0.689
1130,0.059,0.14,0.752
1131,0.07,0.129,0.838
1132,0.083,0.11,0.928
1133,0.099,0.088,1.006
1134,0.118,0.067,1.062
1135,0.138,0.054,1.093
1136,0.156,0.053,1.102
1137,0.166,0.066,1.094
1138,0.165,0.093,1.073
1139,0.154,0.127,1.045
1140,0.139,0.157,1.012
1141,0.127,0.17,0.98
1142,0.124,0.159,0.956
1143,0.128,0.125,0.942
1144,0.135,0.076,0.942
1145,0.141,0.025,0.954
1146,0.142,-0.014,0.974
1147,0.138,-0.032,0.999
1148,0.132,-0.026,1.022
1149,0.126,-0.002,1.04
1150,0.122,0.032,1.052
1151,0.118,0.063,1.061
1152,0.111,0.083,1.067
1153,0.1,0.083,1.068
1154,0.087,0.068,1.059
1155,0.075,0.045,1.038
1156,0.069,0.026,1
1157,0.073,0.019,0.945
1158,0.085,0.029,0.88
1159,0.098,0.053,0.812
1160,0.102,0.084,0.754
1161,0.088,0.114,0.717
1162,0.054,0.133,0.709
1163,0.002,0.133,0.734
1164,-0.055,0.11,0.791
1165,-0.103,0.067,0.872
1166,-0.127,0.015,0.963
1167,-0.119,-0.031,1.052
1168,-0.08,-0.06,1.125
1169,-0.019,-0.067,1.171
1170,0.051,-0.057,1.181
1171,0.12,-0.041,1.154
1172,0.177,-0.024,1.093
1173,0.216,-0.009,1.011
1174,0.233,0.009,0.927
1175,0.224,0.032,0.862
1176,0.192,0.058,0.833
1177,0.143,0.083,0.845
1178,0.088,0.1,0.892
1179,0.042,0.107,0.956
1180,0.014,0.105,1.017
1181,0.009,0.097,1.061
1182,0.021,0.085,1.081
1183,0.04,0.071,1.075
1184,0.053,0.05,1.051
1185,0.053,0.022,1.014
1186,0.041,-0.01,0.972
1187,0.026,-0.04,0.932
1188,0.021,-0.059,0.897
1189,0.036,-0.062,0.871
1190,0.073,-0.047,0.855
1191,0.122,-0.018,0.855
1192,0.167,0.019,0.873
1193,0.19,0.057,0.911
1194,0.179,0.091,0.968
1195,0.136,0.118,1.036
1196,0.071,0.136,1.103
1197,0.006,0.149,1.157
1198,-0.042,0.156,1.187
1199,-0.06,0.161,1.189
1200,-0.048,0.164,1.166
1201,-0.014,0.164,1.125
1202,0.029,0.16,1.072
1203,0.07,0.152,1.01
1204,0.102,0.141,0.945
1205,0.122,0.131,0.882
1206,0.132,0.126,0.83
1207,0.13,0.128,0.798
1208,0.117,0.136,0.791
1209,0.093,0.144,0.81
1210,0.063,0.149,0.85
1211,0.037,0.147,0.902
1212,0.025,0.141,0.959
1213,0.033,0.13,1.011
1214,0.06,0.116,1.051
1215,0.097,0.1,1.071
1216,0.136,0.083,1.066
1217,0.169,0.068,1.037
1218,0.193,0.061,0.988
1219,0.209,0.064,0.925
1220,0.214,0.08,0.861
1221,0.208,0.1,0.803
1222,0.184,0.118,0.758
1223,0.144,0.129,0.73
1224,0.092,0.133,0.724
1225,0.04,0.135,0.74
1226,0,0.138,0.779
1227,-0.019,0.141,0.835
1228,-0.013,0.143,0.896
1229,0.014,0.143,0.951
1230,0.054,0.14,0.991
1231,0.096,0.137,1.01
1232,0.131,0.135,1.009
1233,0.15,0.134,0.991
1234,0.151,0.13,0.958
1235,0.133,0.119,0.919
1236,0.102,0.101,0.881
1237,0.064,0.084,0.854
1238,0.027,0.074,0.846
1239,-0.001,0.075,0.86
1240,-0.019,0.084,0.893
1241,-0.026,0.092,0.936
1242,-0.023,0.089,0.98
1243,-0.011,0.069,1.016
1244,0.012,0.035,1.039
1245,0.043,-0.001,1.046
1246,0.079,-0.028,1.036
1247,0.115,-0.036,1.009
1248,0.145,-0.023,0.969
1249,0.166,0.006,0.923
1250,0.175,0.042,0.877
1251,0.17,0.081,0.839
1252,0.15,0.118,0.811
1253,0.116,0.15,0.795
1254,0.074,0.172,0.792
1255,0.032,0.179,0.799
1256,0.001,0.167,0.815
1257,-0.01,0.141,0.839
1258,0.001,0.107,0.872
1259,0.03,0.073,0.911
1260,0.067,0.042,0.954
1261,0.103,0.012,1
1262,0.132,-0.019,1.043
1263,0.151,-0.049,1.082
1264,0.162,-0.072,1.114
1265,0.165,-0.079,1.142
1266,0.158,-0.069,1.166
1267,0.139,-0.045,1.189
1268,0.104,-0.017,1.209
1269,0.056,0.009,1.221
1270,0,0.033,1.218
1271,-0.054,0.055,1.199
1272,-0.099,0.073,1.162
1273,-0.123,0.081,1.108
1274,-0.123,0.073,1.039
1275,-0.099,0.047,0.963
1276,-0.055,0.014,0.886
1277,-0.003,-0.014,0.819
1278,0.047,-0.028,0.772
1279,0.089,-0.027,0.751
1280,0.12,-0.017,0.757
1281,0.14,-0.007,0.786
1282,0.147,0.004,0.837
1283,0.143,0.02,0.908
1284,0.129,0.043,0.995
1285,0.109,0.071,1.091
1286,0.088,0.099,1.183
1287,0.07,0.119,1.259
1288,0.061,0.128,1.304
1289,0.062,0.127,1.311
1290,0.074,0.116,1.276
1291,0.096,0.097,1.203
1292,0.124,0.071,1.1
1293,0.152,0.042,0.978
1294,0.178,0.016,0.854
1295,0.197,-0.002,0.748
1296,0.203,-0.006,0.676
1297,0.192,0.006,0.652
1298,0.165,0.032,0.678
1299,0.124,0.071,0.747
1300,0.079,0.117,0.846
1301,0.038,0.165,0.959
1302,0.006,0.209,1.069
1303,-0.012,0.239,1.163
1304,-0.019,0.249,1.225
1305,-0.016,0.237,1.244
1306,-0.005,0.208,1.215
1307,0.011,0.169,1.142
1308,0.031,0.13,1.037
1309,0.054,0.098,0.918
1310,0.078,0.077,0.801
1311,0.098,0.068,0.702
1312,0.11,0.068,0.631
1313,0.111,0.071,0.598
1314,0.101,0.073,0.61
1315,0.081,0.073,0.668
1316,0.052,0.071,0.764
1317,0.02,0.069,0.885
1318,-0.009,0.069,1.011
1319,-0.028,0.07,1.123
1320,-0.03,0.073,1.206
1321,-0.014,0.074,1.248
1322,0.018,0.073,1.243
1323,0.056,0.07,1.193
1324,0.093,0.065,1.107
1325,0.123,0.057,0.999
1326,0.14,0.049,0.884
1327,0.147,0.047,0.778
1328,0.143,0.056,0.693
1329,0.13,0.075,0.638
1330,0.107,0.103,0.621
1331,0.075,0.129,0.643
1332,0.037,0.147,0.7
1333,-0.002,0.151,0.78
1334,-0.036,0.144,0.872
1335,-0.058,0.131,0.962
1336,-0.063,0.115,1.039
1337,-0.049,0.097,1.095
1338,-0.016,0.077,1.128
1339,0.029,0.056,1.137
1340,0.078,0.038,1.129
1341,0.122,0.025,1.109
1342,0.153,0.017,1.082
1343,0.167,0.015,1.054
1344,0.167,0.014,1.026
1345,0.158,0.019,1.001
1346,0.146,0.033,0.985
1347,0.134,0.059,0.982
1348,0.121,0.096,0.997
1349,0.102,0.137,1.03
1350,0.073,0.171,1.073
1351,0.038,0.192,1.113
1352,0.006,0.195,1.138
1353,-0.011,0.183,1.139
1354,-0.005,0.161,1.112
1355,0.026,0.133,1.063
1356,0.071,0.103,1.003
1357,0.114,0.074,0.943
1358,0.141,0.051,0.895
1359,0.142,0.037,0.868
1360,0.122,0.035,0.864
1361,0.091,0.043,0.88
1362,0.065,0.057,0.915
1363,0.053,0.072,0.966
1364,0.059,0.082,1.029
1365,0.076,0.084,1.1
1366,0.096,0.079,1.174
1367,0.11,0.071,1.241
1368,0.114,0.066,1.289
1369,0.109,0.068,1.31
1370,0.1,0.076,1.296
1371,0.094,0.085,1.25
1372,0.095,0.089,1.18
1373,0.099,0.086,1.101
1374,0.102,0.077,1.028
1375,0.098,0.067,0.973
1376,0.087,0.061,0.941
1377,0.071,0.059,0.932
1378,0.061,0.059,0.939
1379,0.064,0.06,0.953
1380,0.084,0.063,0.968
1381,0.119,0.07,0.985
1382,0.157,0.081,1.005
1383,0.181,0.094,1.032
1384,0.179,0.107,1.067
1385,0.148,0.116,1.109
1386,0.098,0.118,1.146
1387,0.046,0.108,1.167
1388,0.014,0.087,1.16
1389,0.016,0.055,1.123
1390,0.052,0.02,1.061
1391,0.11,-0.01,0.988
1392,0.168,-0.026,0.922
1393,0.205,-0.023,0.875
1394,0.209,0,0.856
1395,0.181,0.036,0.864
1396,0.133,0.074,0.893
1397,0.087,0.102,0.935
1398,0.06,0.113,0.982
1399,0.058,0.108,1.029
1400,0.079,0.096,1.072
1401,0.113,0.092,1.105
1402,0.147,0.104,1.124
1403,0.172,0.132,1.125
1404,0.184,0.165,1.106
1405,0.181,0.193,1.068
1406,0.168,0.207,1.016
1407,0.148,0.206,0.96
1408,0.129,0.193,0.915
1409,0.112,0.175,0.894
1410,0.101,0.155,0.904
1411,0.093,0.135,0.942
1412,0.089,0.119,0.996
1413,0.087,0.112,1.053
1414,0.088,0.114,1.097
1415,0.095,0.123,1.12
1416,0.107,0.131,1.118
1417,0.119,0.136,1.095
1418,0.124,0.134,1.053
1419,0.118,0.129,1
1420,0.101,0.123,0.939
1421,0.079,0.119,0.876
1422,0.062,0.117,0.814
1423,0.055,0.117,0.76
1424,0.059,0.12,0.721
1425,0.07,0.126,0.703
1426,0.08,0.136,0.711
1427,0.085,0.146,0.742
1428,0.085,0.153,0.789
1429,0.086,0.158,0.842
1430,0.09,0.159,0.894
1431,0.098,0.155,0.942
1432,0.106,0.147,0.985
1433,0.108,0.132,1.02
1434,0.101,0.114,1.044
1435,0.089,0.097,1.048
1436,0.081,0.093,1.027
1437,0.085,0.105,0.983
1438,0.1,0.131,0.927
1439,0.118,0.157,0.877
1440,0.122,0.168,0.844
1441,0.105,0.155,0.835
1442,0.068,0.122,0.848
1443,0.022,0.078,0.874
1444,-0.011,0.037,0.902
1445,-0.014,0.01,0.926
1446,0.023,0,0.948
1447,0.092,0.005,0.974
1448,0.172,0.02,1.01
1449,0.235,0.039,1.057
1450,0.263,0.058,1.111
1451,0.25,0.073,1.158
1452,0.208,0.081,1.184
1453,0.155,0.083,1.177
1454,0.111,0.082,1.138
1455,0.082,0.083,1.079
1456,0.065,0.09,1.019
1457,0.05,0.106,0.971
1458,0.03,0.126,0.938
1459,0.007,0.144,0.916
1460,-0.007,0.151,0.892
1461,0,0.144,0.86
1462,0.032,0.122,0.821
1463,0.086,0.092,0.788
1464,0.144,0.057,0.777
1465,0.187,0.026,0.795
1466,0.203,0.005,0.841
1467,0.193,0.002,0.908
1468,0.168,0.025,0.983
1469,0.146,0.075,1.057
1470,0.139,0.143,1.125
1471,0.147,0.211,1.185
1472,0.159,0.261,1.231
1473,0.158,0.279,1.258
1474,0.135,0.264,1.259
1475,0.09,0.223,1.229
1476,0.039,0.17,1.168
1477,-0.001,0.12,1.082
1478,-0.015,0.08,0.986
1479,-0.001,0.055,0.893
1480,0.034,0.04,0.821
1481,0.078,0.034,0.78
1482,0.12,0.031,0.779
1483,0.155,0.029,0.813
1484,0.182,0.028,0.871
1485,0.206,0.028,0.939
1486,0.228,0.033,1.007
1487,0.242,0.046,1.069
1488,0.24,0.068,1.12
1489,0.214,0.098,1.159
1490,0.163,0.134,1.176
1491,0.098,0.171,1.163
1492,0.035,0.204,1.112
1493,-0.007,0.227,1.024
1494,-0.017,0.235,0.905
1495,0.001,0.227,0.771
1496,0.033,0.2,0.645
1497,0.061,0.157,0.549
1498,0.067,0.099,0.5
1499,0.05,0.035,0.504
1500,0.022,-0.023,0.56
1501,0.002,-0.061,0.66
1502,0.007,-0.067,0.794
1503,0.037,-0.043,0.95
1504,0.082,-0.001,1.114
1505,0.119,0.041,1.267
1506,0.131,0.067,1.387
1507,0.117,0.07,1.454
1508,0.086,0.059,1.456
1509,0.058,0.049,1.39
1510,0.05,0.053,1.267
1511,0.065,0.074,1.109
1512,0.095,0.106,0.942
1513,0.126,0.138,0.791
1514,0.142,0.161,0.676
1515,0.137,0.168,0.608
1516,0.111,0.159,0.591
1517,0.072,0.135,0.624
1518,0.03,0.102,0.702
1519,-0.007,0.067,0.812
1520,-0.032,0.037,0.936
1521,-0.041,0.019,1.053
1522,-0.032,0.013,1.142
1523,-0.005,0.017,1.186
1524,0.037,0.027,1.18
1525,0.087,0.038,1.129
1526,0.13,0.05,1.049
1527,0.153,0.06,0.961
1528,0.145,0.068,0.885
1529,0.102,0.07,0.832
1530,0.035,0.067,0.801
1531,-0.032,0.06,0.787
1532,-0.074,0.052,0.782
1533,-0.07,0.047,0.788
1534,-0.018,0.047,0.81
1535,0.064,0.052,0.859
1536,0.147,0.059,0.936
1537,0.204,0.063,1.04
1538,0.223,0.062,1.155
1539,0.211,0.053,1.261
1540,0.187,0.042,1.337
1541,0.172,0.036,1.367
1542,0.178,0.041,1.351
1543,0.2,0.062,1.301
1544,0.221,0.095,1.233
1545,0.217,0.135,1.164
1546,0.178,0.17,1.1
1547,0.109,0.192,1.04
1548,0.031,0.196,0.978
1549,-0.026,0.181,0.909
1550,-0.043,0.151,0.84
1551,-0.017,0.109,0.785
1552,0.037,0.063,0.762
1553,0.093,0.026,0.781
1554,0.129,0.009,0.843
1555,0.138,0.02,0.937
1556,0.129,0.056,1.042
1557,0.119,0.103,1.138
1558,0.122,0.147,1.211
1559,0.14,0.176,1.254
1560,0.164,0.186,1.266
1561,0.179,0.179,1.249
1562,0.175,0.164,1.204
1563,0.15,0.146,1.131
1564,0.116,0.133,1.034
1565,0.088,0.127,0.919
1566,0.078,0.124,0.801
1567,0.087,0.12,0.7
1568,0.107,0.107,0.636
1569,0.124,0.085,0.625
1570,0.126,0.059,0.672
1571,0.112,0.035,0.77
1572,0.087,0.016,0.902
1573,0.062,0.002,1.046
1574,0.05,-0.005,1.177
1575,0.053,-0.005,1.275
1576,0.069,0.005,1.329
1577,0.089,0.031,1.336
1578,0.104,0.071,1.299
1579,0.106,0.12,1.224
1580,0.095,0.17,1.121
1581,0.074,0.21,0.999
1582,0.05,0.235,0.871
1583,0.031,0.242,0.753
1584,0.021,0.232,0.66
1585,0.015,0.207,0.603
1586,0.007,0.173,0.589
1587,-0.008,0.135,0.618
1588,-0.03,0.101,0.685
1589,-0.053,0.074,0.775
1590,-0.068,0.055,0.873
1591,-0.065,0.043,0.965
1592,-0.04,0.034,1.043
1593,0.006,0.025,1.1
1594,0.063,0.015,1.133
1595,0.121,0.006,1.139
1596,0.167,-0.001,1.115
1597,0.199,-0.002,1.061
1598,0.214,0.008,0.984
1599,0.213,0.03,0.898
1600,0.196,0.06,0.819
1601,0.159,0.092,0.763
1602,0.104,0.118,0.739
1603,0.038,0.134,0.748
1604,-0.024,0.139,0.785
1605,-0.069,0.135,0.839
1606,-0.088,0.123,0.902
1607,-0.079,0.104,0.967
1608,-0.05,0.08,1.029
1609,-0.012,0.052,1.084
1610,0.022,0.026,1.124
1611,0.047,0.005,1.14
1612,0.063,-0.009,1.126
1613,0.077,-0.015,1.082
1614,0.094,-0.014,1.018
1615,0.109,-0.007,0.95
1616,0.114,0.008,0.897
1617,0.096,0.03,0.875
1618,0.05,0.061,0.89
1619,-0.017,0.096,0.938
1620,-0.089,0.129,1.006
1621,-0.145,0.15,1.077
1622,-0.169,0.154,1.136
1623,-0.156,0.138,1.174
1624,-0.115,0.106,1.191
1625,-0.058,0.066,1.188
1626,-0.002,0.026,1.165
1627,0.048,-0.007,1.124
1628,0.091,-0.028,1.068
1629,0.136,-0.034,1.001
1630,0.185,-0.024,0.931
1631,0.237,0.002,0.869
1632,0.285,0.04,0.829
1633,0.314,0.083,0.819
1634,0.312,0.121,0.84
1635,0.273,0.142,0.887
1636,0.203,0.14,0.948
1637,0.118,0.116,1.011
1638,0.038,0.076,1.064
1639,-0.023,0.031,1.099
1640,-0.057,-0.01,1.112
1641,-0.063,-0.04,1.101
1642,-0.047,-0.057,1.067
1643,-0.015,-0.062,1.014
1644,0.028,-0.058,0.951
1645,0.076,-0.048,0.89
1646,0.121,-0.036,0.846
1647,0.15,-0.022,0.829
1648,0.154,-0.003,0.843
1649,0.129,0.029,0.886
1650,0.083,0.076,0.95
1651,0.03,0.135,1.018
1652,-0.016,0.194,1.075
1653,-0.043,0.237,1.108
1654,-0.045,0.251,1.113
1655,-0.026,0.23,1.093
1656,0.003,0.18,1.057
1657,0.03,0.111,1.014
1658,0.042,0.036,0.972
1659,0.041,-0.032,0.936
1660,0.034,-0.087,0.909
1661,0.033,-0.126,0.89
1662,0.047,-0.145,0.877
1663,0.074,-0.142,0.87
1664,0.104,-0.116,0.87
1665,0.123,-0.072,0.876
1666,0.121,-0.019,0.887
1667,0.096,0.029,0.895
1668,0.055,0.064,0.893
1669,0.012,0.083,0.874
1670,-0.019,0.089,0.837
1671,-0.031,0.085,0.785
1672,-0.024,0.075,0.72
1673,-0.004,0.062,0.651
1674,0.022,0.052,0.584
1675,0.042,0.049,0.529
1676,0.051,0.056,0.497
1677,0.047,0.071,0.496
1678,0.031,0.089,0.531
1679,0.006,0.102,0.601
1680,-0.022,0.105,0.701
1681,-0.05,0.098,0.82
1682,-0.071,0.085,0.949
1683,-0.08,0.07,1.074
1684,-0.072,0.057,1.182
1685,-0.044,0.045,1.259
1686,0.003,0.035,1.297
1687,0.063,0.022,1.295
1688,0.127,0.007,1.256
1689,0.182,-0.008,1.193
1690,0.216,-0.017,1.12
1691,0.226,-0.019,1.051
1692,0.214,-0.01,0.998
1693,0.188,0.009,0.965
1694,0.159,0.035,0.954
1695,0.134,0.065,0.962
1696,0.117,0.094,0.984
1697,0.101,0.117,1.013
1698,0.081,0.131,1.039
1699,0.053,0.128,1.052
1700,0.019,0.107,1.045
1701,-0.015,0.072,1.015
1702,-0.038,0.033,0.963
1703,-0.044,0.002,0.896
1704,-0.032,-0.013,0.818
1705,-0.007,-0.014,0.739
1706,0.025,-0.006,0.666
1707,0.055,0.002,0.609
1708,0.079,0.002,0.576
1709,0.093,-0.008,0.579
1710,0.094,-0.028,0.625
1711,0.079,-0.054,0.715
1712,0.047,-0.08,0.842
1713,0.003,-0.1,0.99
1714,-0.042,-0.102,1.139
1715,-0.075,-0.08,1.267
1716,-0.086,-0.037,1.361
1717,-0.07,0.014,1.408
1718,-0.035,0.054,1.406
1719,0.01,0.067,1.354
1720,0.053,0.055,1.26
1721,0.088,0.036,1.135
1722,0.118,0.03,0.996
1723,0.147,0.052,0.862
1724,0.181,0.098,0.75
1725,0.217,0.15,0.677
1726,0.243,0.192,0.655
1727,0.247,0.213,0.693
1728,0.22,0.208,0.791
1729,0.164,0.181,0.937
1730,0.096,0.134,1.109
1731,0.036,0.071,1.275
1732,0.007,0,1.405
1733,0.025,-0.068,1.473
1734,0.09,-0.121,1.466
1735,0.189,-0.152,1.389
1736,0.298,-0.158,1.258
1737,0.388,-0.138,1.099
1738,0.44,-0.094,0.942
1739,0.441,-0.031,0.811
1740,0.395,0.043,0.726
1741,0.318,0.114,0.694
1742,0.232,0.169,0.713
1743,0.158,0.202,0.769
1744,0.108,0.211,0.846
1745,0.082,0.204,0.929
1746,0.072,0.193,1.007
1747,0.067,0.186,1.076
1748,0.058,0.188,1.129
1749,0.044,0.196,1.159
1750,0.027,0.205,1.16
1751,0.015,0.206,1.128
1752,0.016,0.194,1.069
1753,0.032,0.164,0.991
1754,0.06,0.123,0.912
1755,0.092,0.084,0.845
1756,0.117,0.063,0.805
1757,0.126,0.071,0.798
1758,0.115,0.106,0.827
1759,0.087,0.154,0.888
1760,0.048,0.197,0.969
1761,0.004,0.221,1.058
1762,-0.033,0.222,1.14
1763,-0.054,0.203,1.198
1764,-0.05,0.172,1.224
1765,-0.017,0.14,1.212
1766,0.04,0.113,1.163
1767,0.106,0.096,1.083
1768,0.162,0.092,0.983
1769,0.19,0.095,0.874
1770,0.179,0.096,0.764
1771,0.13,0.09,0.661
1772,0.061,0.076,0.569
1773,-0.008,0.062,0.498
1774,-0.057,0.056,0.453
1775,-0.076,0.061,0.446
1776,-0.064,0.071,0.483
1777,-0.034,0.078,0.566
1778,0.003,0.072,0.69
1779,0.035,0.049,0.839
1780,0.06,0.014,0.996
1781,0.079,-0.025,1.141
1782,0.099,-0.058,1.253
1783,0.125,-0.078,1.317
1784,0.157,-0.083,1.327
1785,0.191,-0.072,1.287
1786,0.213,-0.05,1.214
1787,0.209,-0.025,1.13
1788,0.167,-0.006,1.06
1789,0.089,0.005,1.015
1790,-0.008,0.005,1
1791,-0.097,-0.003,1.009
1792,-0.152,-0.013,1.035
1793,-0.159,-0.022,1.07
1794,-0.118,-0.025,1.107
1795,-0.04,-0.02,1.14
1796,0.055,-0.006,1.161
1797,0.146,0.012,1.162
1798,0.218,0.027,1.143
1799,0.261,0.033,1.111
1800,0.272,0.023,1.077
1801,0.253,0.002,1.055
1802,0.212,-0.019,1.052
1803,0.163,-0.028,1.066
1804,0.118,-0.018,1.093
1805,0.087,0.013,1.13
1806,0.074,0.056,1.168
1807,0.073,0.101,1.202
1808,0.072,0.134,1.228
1809,0.062,0.147,1.244
1810,0.04,0.135,1.25
1811,0.012,0.1,1.246
1812,-0.008,0.049,1.227
1813,-0.007,-0.005,1.19
1814,0.022,-0.047,1.139
1815,0.077,-0.069,1.082
1816,0.146,-0.069,1.036
1817,0.208,-0.051,1.016
1818,0.244,-0.021,1.032
1819,0.238,0.017,1.086
1820,0.192,0.058,1.169
1821,0.12,0.097,1.26
1822,0.046,0.126,1.338
1823,-0.004,0.139,1.384
1824,-0.016,0.134,1.39
1825,0.012,0.119,1.355
1826,0.063,0.105,1.289
1827,0.115,0.095,1.207
1828,0.146,0.088,1.121
1829,0.147,0.078,1.038
1830,0.123,0.059,0.957
1831,0.091,0.033,0.878
1832,0.072,0.007,0.806
1833,0.077,-0.012,0.753
1834,0.101,-0.021,0.734
1835,0.127,-0.021,0.761
1836,0.138,-0.014,0.83
1837,0.123,-0.002,0.928
1838,0.09,0.019,1.032
1839,0.054,0.046,1.118
1840,0.036,0.075,1.171
1841,0.049,0.093,1.182
1842,0.091,0.092,1.15
1843,0.147,0.069,1.076
1844,0.197,0.034,0.974
1845,0.226,0,0.857
1846,0.228,-0.017,0.744
1847,0.203,-0.011,0.654
1848,0.16,0.012,0.602
1849,0.109,0.041,0.598
1850,0.059,0.065,0.645
1851,0.017,0.078,0.735
1852,-0.013,0.078,0.85
1853,-0.024,0.071,0.97
1854,-0.011,0.06,1.072
1855,0.024,0.043,1.139
1856,0.073,0.02,1.159
1857,0.125,-0.005,1.132
1858,0.166,-0.026,1.063
1859,0.188,-0.032,0.961
1860,0.19,-0.015,0.839
1861,0.174,0.023,0.713
1862,0.143,0.073,0.605
1863,0.097,0.12,0.538
1864,0.033,0.152,0.531
1865,-0.05,0.164,0.59
1866,-0.142,0.16,0.706
1867,-0.228,0.149,0.854
1868,-0.283,0.138,1.008
1869,-0.289,0.128,1.137
1870,-0.236,0.112,1.223
1871,-0.132,0.086,1.254
1872,0.003,0.047,1.228
1873,0.143,-0.003,1.155
1874,0.265,-0.056,1.049
1875,0.357,-0.101,0.932
1876,0.417,-0.128,0.825
1877,0.448,-0.127,0.751
1878,0.455,-0.093,0.727
1879,0.438,-0.032,0.76
1880,0.394,0.043,0.849
1881,0.321,0.114,0.979
1882,0.223,0.166,1.127
1883,0.116,0.191,1.271
1884,0.02,0.191,1.383
1885,-0.041,0.175,1.445
1886,-0.055,0.151,1.441
1887,-0.019,0.126,1.37
1888,0.05,0.104,1.246
1889,0.127,0.081,1.091
1890,0.188,0.055,0.931
